0.012692928314208984,1110,1,16650,14810,1
0.026083946228027344,1110,1,16650,14810,1
0.03983592987060547,1110,1,16650,14810,1
0.05139493942260742,1110,1,16650,14810,1
0.06396913528442383,1109,1,16635,14809,1
0.07811594009399414,1109,1,16635,14809,1
0.09072303771972656,1109,1,16635,14809,1
0.1025240421295166,1109,1,16635,14809,1
0.11642193794250488,1109,1,16635,14809,1
0.1300339698791504,1109,1,16635,14809,1
0.1416621208190918,1109,1,16635,14809,1
0.1527550220489502,1109,1,16635,14809,1
0.16673493385314941,1109,1,16635,14809,1
0.18108510971069336,1109,1,16635,14809,1
0.19230294227600098,1109,1,16635,14809,1
0.20361590385437012,1109,1,16635,14809,1
0.21619701385498047,1110,1,16650,14810,1
0.22892498970031738,1110,1,16650,14810,1
0.2414989471435547,1110,1,16650,14810,1
0.2530500888824463,1110,1,16650,14810,1
0.2653799057006836,1111,1,16665,14811,1
0.2777860164642334,1111,1,16665,14811,1
0.28989505767822266,1111,1,16665,14811,1
0.30129408836364746,1111,1,16665,14811,1
0.3149440288543701,1110,1,16650,14810,1
0.3285250663757324,1110,1,16650,14810,1
0.34122705459594727,1110,1,16650,14810,1
0.35305094718933105,1110,1,16650,14810,1
0.3671150207519531,1102,1,16530,14802,1
0.38082408905029297,1102,1,16530,14802,1
0.392103910446167,1102,1,16530,14802,1
0.40583109855651855,1102,1,16530,14802,1
0.41797804832458496,282,1,4230,13982,1
0.43201494216918945,282,1,4230,13982,1
0.4448740482330322,282,1,4230,13982,1
0.4567399024963379,282,1,4230,13982,1
0.4686009883880615,1409,-1,21135,12291,-1
0.48261499404907227,1409,-1,21135,12291,-1
0.49643707275390625,1409,-1,21135,12291,-1
0.5078840255737305,1409,-1,36990,12291,-1
0.5198171138763428,2466,-1,36990,11234,-1
0.5325160026550293,2466,-1,36990,11234,-1
0.5456080436706543,2466,-1,36990,11234,-1
0.5572309494018555,2466,-1,36990,11234,-1
0.5694930553436279,2446,-1,36690,11254,-1
0.5820839405059814,2446,-1,36690,11254,-1
0.5944781303405762,2446,-1,36690,11254,-1
0.6066601276397705,2446,-1,36690,11254,-1
0.6187999248504639,2330,-1,34950,11370,-1
0.6307461261749268,2330,-1,34950,11370,-1
0.6418390274047852,2330,-1,34950,11370,-1
0.655872106552124,2330,-1,34950,11370,-1
0.6690590381622314,2302,-1,34530,11398,-1
0.6835720539093018,2302,-1,34530,11398,-1
0.6962199211120605,2302,-1,34530,11398,-1
0.7075469493865967,2302,-1,34530,11398,-1
0.7191619873046875,2287,-1,34305,11413,-1
0.7332870960235596,2287,-1,34305,11413,-1
0.7469570636749268,2287,-1,34305,11413,-1
0.7585549354553223,2273,-1,34095,11427,-1
0.7711000442504883,2273,-1,34095,11427,-1
0.7831709384918213,2273,-1,34095,11427,-1
0.7956781387329102,2273,-1,34095,11427,-1
0.8069429397583008,2273,-1,34095,11427,-1
0.8189001083374023,2264,-1,33960,11436,-1
0.8321371078491211,2264,-1,33960,11436,-1
0.845832109451294,2264,-1,33960,11436,-1
0.8571140766143799,2264,-1,33960,11436,-1
0.868232011795044,2252,-1,33780,11448,-1
0.8828039169311523,2252,-1,33780,11448,-1
0.8941290378570557,2252,-1,33780,11448,-1
0.9072511196136475,2252,-1,33780,11448,-1
0.9189181327819824,2244,-1,33660,11456,-1
0.9329390525817871,2244,-1,33660,11456,-1
0.9462339878082275,2244,-1,33660,11456,-1
0.9575729370117188,2244,-1,33600,11456,-1
0.9699211120605469,2240,-1,33600,11460,-1
0.9827940464019775,2240,-1,33600,11460,-1
0.9955379962921143,2240,-1,33600,11460,-1
1.0076580047607422,2237,-1,33555,11460,-1
1.019503116607666,2237,-1,33555,11463,-1
1.0318670272827148,2237,-1,33555,11463,-1
1.0454740524291992,2237,-1,33555,11463,-1
1.0572149753570557,2237,-1,33555,11463,-1
1.0696001052856445,2239,-1,33585,11461,-1
1.0825779438018799,2239,-1,33585,11461,-1
1.095552921295166,2239,-1,33585,11461,-1
1.1068401336669922,2239,-1,33585,11461,-1
1.1190519332885742,2236,-1,33540,11464,-1
1.1330320835113525,2236,-1,33540,11464,-1
1.1441209316253662,2236,-1,33540,11464,-1
1.1579411029815674,2278,-1,34170,11422,-1
1.1694049835205078,2278,-1,34170,11422,-1
1.181541919708252,2278,-1,34170,11422,-1
1.1939969062805176,2278,-1,34170,11422,-1
1.206705093383789,2278,1,11610,11422,-1
1.2190520763397217,774,1,11610,9474,-1
1.233309030532837,774,1,11610,9474,-1
1.2446880340576172,774,1,11610,9474,-1
1.255856990814209,774,1,11610,9474,-1
1.2683980464935303,1740,-1,26100,6960,-1
1.283121109008789,1740,-1,26100,6960,-1
1.2968800067901611,1740,-1,26100,6960,-1
1.308485984802246,1729,-1,25935,6971,-1
1.3198621273040771,1729,-1,25935,6971,-1
1.332150936126709,1729,-1,25935,6971,-1
1.3451340198516846,1729,-1,25935,6971,-1
1.356821060180664,1729,-1,25935,6971,-1
1.3690729141235352,1724,-1,25860,6976,-1
1.3818120956420898,1724,-1,25860,6976,-1
1.3954079151153564,1724,-1,25860,6976,-1
1.408154010772705,1724,-1,25860,6976,-1
1.4198341369628906,1724,-1,25860,6976,-1
1.4316020011901855,1724,-1,25860,6976,-1
1.4451820850372314,1724,-1,25860,6976,-1
1.4571499824523926,1724,-1,25860,6976,-1
1.469067096710205,1724,-1,25860,6976,-1
1.4831440448760986,1724,-1,25860,6976,-1
1.4969689846038818,1724,-1,25860,6976,-1
1.50888991355896,1722,-1,25830,6978,-1
1.5201480388641357,1722,-1,25830,6978,-1
1.5331881046295166,1722,-1,25830,6978,-1
1.5462160110473633,1722,-1,25830,6978,-1
1.5577549934387207,1724,-1,25860,6976,-1
1.569662094116211,1724,-1,25860,6976,-1
1.5820040702819824,1724,-1,25860,6976,-1
1.594559907913208,1724,-1,25860,6976,-1
1.6075870990753174,1725,-1,25875,6975,-1
1.6194989681243896,1725,-1,25875,6975,-1
1.6334590911865234,1725,-1,25875,6975,-1
1.6472270488739014,1725,-1,25875,6975,-1
1.6594679355621338,1723,-1,25845,6977,-1
1.6724591255187988,1723,-1,25845,6977,-1
1.6844251155853271,1723,-1,25845,6977,-1
1.6982269287109375,1723,-1,25845,6977,-1
1.711806058883667,1723,-1,25845,6977,-1
1.7255139350891113,1723,-1,25845,6977,-1
1.738055944442749,1723,-1,25845,6977,-1
1.7519619464874268,1723,-1,25845,6977,-1
1.7656440734863281,1723,-1,25845,6977,-1
1.779210090637207,1723,-1,25845,6977,-1
1.7913250923156738,1723,-1,25845,6977,-1
1.803934097290039,1723,-1,25845,6977,-1
1.8163540363311768,1723,-1,25845,6977,-1
1.8298110961914062,1723,-1,25845,6977,-1
1.8413639068603516,1723,-1,25845,6977,-1
1.854443073272705,1723,-1,25845,6977,-1
1.8664500713348389,1723,-1,25845,6977,-1
1.880202054977417,1723,-1,25845,6977,-1
1.8923230171203613,1723,-1,25845,6977,-1
1.9038701057434082,1723,-1,25845,6977,-1
1.9169111251831055,1695,-1,25425,7005,-1
1.9306061267852783,1695,-1,25425,7005,-1
1.9424529075622559,1695,-1,25425,7005,-1
1.9536809921264648,1695,-1,25425,7005,-1
1.9671471118927002,1188,-1,17820,7512,-1
1.9793739318847656,1188,-1,17820,7512,-1
1.991534948348999,1188,-1,17820,7512,-1
2.0029730796813965,1188,-1,17820,7512,-1
2.017915964126587,2099,1,31485,10799,-1
2.0315821170806885,2099,1,31485,10799,-1
2.0451791286468506,2099,1,31485,10799,-1
2.05798602104187,1357,-1,20355,12343,-1
2.069904088973999,1357,-1,20355,12343,-1
2.0821170806884766,1357,-1,20355,12343,-1
2.095737934112549,1357,-1,20355,12343,-1
2.1087989807128906,1357,-1,20355,12343,-1
2.1209709644317627,1357,-1,20355,12343,-1
2.1333529949188232,1357,-1,20355,12343,-1
2.146265983581543,1357,-1,20355,12343,-1
2.1575419902801514,1358,-1,20370,12342,-1
2.169917106628418,1358,-1,20370,12342,-1
2.1821179389953613,1358,-1,20370,12342,-1
2.1948580741882324,1358,-1,20370,12342,-1
2.206031084060669,1358,-1,20370,12342,-1
2.2188501358032227,1355,-1,20325,12345,-1
2.232630968093872,1355,-1,20325,12345,-1
